,Name job,Link,Min_salary,Max_salary,Where,Employer,Employer_link,Address
159,Аналитик-разработчик Python,https://hh.ru/vacancy/47912355?from=vacancy_search_list&query=Python,,,hh.ru,Тинькофф,https://hh.ru/employer/78638,"Москва, Водный стадион"
160,Программист Python Django,https://hh.ru/vacancy/48413507?from=vacancy_search_list&query=Python,80000.0,,hh.ru,beei.ai,https://hh.ru/employer/5761942,Москва
161,Python developer,https://hh.ru/vacancy/47757929?from=vacancy_search_list&query=Python,,,hh.ru,Леруа Мерлен. Центральный офис,https://hh.ru/employer/8582?dpt=8582-8582-lmofis,Москва
162,Python Developer,https://hh.ru/vacancy/48430593?from=vacancy_search_list&query=Python,,350000.0,hh.ru,ООО КонсалтПро,https://hh.ru/employer/4780580,"Москва, Кутузовская и еще 1 "
163,Python-разработчик (Django),https://hh.ru/vacancy/48395739?from=vacancy_search_list&query=Python,,,hh.ru,ПАО «МТС» ,https://hh.ru/employer/3776?dpt=mts-3776-main,"Москва, Трубная и еще 1 "
164,Senior Python developer,https://hh.ru/vacancy/48297901?from=vacancy_search_list&query=Python,278000.0,417000.0,hh.ru,TeamDirector,https://hh.ru/employer/4329042,Москва
165,Python Developer,https://hh.ru/vacancy/48439825?from=vacancy_search_list&query=Python,,,hh.ru,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва
166,Full-stack Python,https://hh.ru/vacancy/46754461?from=vacancy_search_list&query=Python,,,hh.ru,ПАО БАНК УРАЛСИБ,https://hh.ru/employer/89,Москва
167,Разработчик Python / Django,https://hh.ru/vacancy/48220676?from=vacancy_search_list&query=Python,60000.0,,hh.ru,ФКУ Спеццентр МЧС России,https://hh.ru/employer/2179755,"Москва, Славянский бульвар"
168,Разработчик Python (backend),https://hh.ru/vacancy/45157245?from=vacancy_search_list&query=Python,80000.0,150000.0,hh.ru,"АО Точных Приборов, НИИ",https://hh.ru/employer/154979,"Москва, Ботанический сад и еще 1 "
169,Python-разработчик,https://hh.ru/vacancy/48493498?from=vacancy_search_list&query=Python,,,hh.ru,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,"Москва, Кутузовская"
170,Разработчик Python/Scala,https://hh.ru/vacancy/46833140?from=vacancy_search_list&query=Python,,,hh.ru,"ПАО МегаФон, Офис",https://hh.ru/employer/3127?dpt=mgfn-3127-office,Москва
171,Разработчик Python/Django,https://hh.ru/vacancy/48381095?from=vacancy_search_list&query=Python,,,hh.ru,Код Безопасности,https://hh.ru/employer/2562304,Москва
172,Разработчик Python,https://hh.ru/vacancy/48300985?from=vacancy_search_list&query=Python,,180000.0,hh.ru,ООО ИЦ АЙ-ТЕКО,https://hh.ru/employer/872178,Москва
173,Программист Python (Webscanner),https://hh.ru/vacancy/48310679?from=vacancy_search_list&query=Python,,,hh.ru,Positive Technologies,https://hh.ru/employer/26624,Москва
174,Разработчик Python,https://hh.ru/vacancy/48347324?from=vacancy_search_list&query=Python,,,hh.ru,Selecty,https://hh.ru/employer/2406247,Москва
175,Data engineer (Python Hadoop Spark),https://hh.ru/vacancy/48403574?from=vacancy_search_list&query=Python,,,hh.ru,X5 RETAIL GROUP,https://hh.ru/employer/4233,Москва
176,Backend Developer (Python),https://hh.ru/vacancy/48291321?from=vacancy_search_list&query=Python,150000.0,300000.0,hh.ru,"РОССТ, РА",https://hh.ru/employer/52819,"Москва, Бауманская"
177,Python разработчик,https://hh.ru/vacancy/48287423?from=vacancy_search_list&query=Python,,,hh.ru,QSOFT,https://hh.ru/employer/4006,"Москва, Китай-город и еще 1 "
178,Разработчик Python,https://hh.ru/vacancy/48502842?from=vacancy_search_list&query=Python,,,hh.ru,АО Русатом Инфраструктурные Решения,https://hh.ru/employer/1305791,"Москва, Павелецкая и еще 1 "
179,Golang/Python разработчик,https://hh.ru/vacancy/48343865?from=vacancy_search_list&query=Python,100000.0,200000.0,hh.ru,GIC,https://hh.ru/employer/1803303,Москва
180,Специалист по тестированию в команду Clickme,https://hh.ru/vacancy/48336664?from=vacancy_search_list&query=Python,,,hh.ru,HeadHunter::QA,https://hh.ru/employer/1455?dpt=hh-1455-QA,"Москва, Алексеевская"
181,QA Engineer,https://hh.ru/vacancy/47989043?from=vacancy_search_list&query=Python,,,hh.ru,JuicyScore,https://hh.ru/employer/2968394,Москва
182,QA в команды инфрастуктуры frontend и безопасности,https://hh.ru/vacancy/47892571?from=vacancy_search_list&query=Python,,,hh.ru,HeadHunter::QA,https://hh.ru/employer/1455?dpt=hh-1455-QA,"Москва, Алексеевская"
183,Специалист по тестированию,https://hh.ru/vacancy/40585500?from=vacancy_search_list&query=Python,,,hh.ru,HeadHunter::QA,https://hh.ru/employer/1455?dpt=hh-1455-QA,"Москва, Алексеевская"
184,DevOps - инженер в Сбере,https://hh.ru/vacancy/47300834?from=vacancy_search_list&query=Python,,,hh.ru,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва
185,DevOps - инженер в Сбере,https://hh.ru/vacancy/47300835?from=vacancy_search_list&query=Python,,,hh.ru,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва
186,DevOps - инженер в Сбере,https://hh.ru/vacancy/47300838?from=vacancy_search_list&query=Python,,,hh.ru,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва
187,Product Analyst в Marketing,https://hh.ru/vacancy/48726248?from=vacancy_search_list&query=Python,180000.0,250000.0,hh.ru,Skyeng,https://hh.ru/employer/1122462,Москва
188,TeamLead Java (Clickme),https://hh.ru/vacancy/48789092?from=vacancy_search_list&query=Python,,,hh.ru,HeadHunter::Backend,https://hh.ru/employer/1455?dpt=hh-1455-Backend,"Москва, Алексеевская"
189,Специалист службы поддержки с техническими знаниями (Умные устройства),https://hh.ru/vacancy/48036812?from=vacancy_search_list&query=Python,15000.0,,hh.ru,Яндекс,https://hh.ru/employer/1740,Москва
190,Manual QA Engineer ‎(World of Tanks Blitz)‎,https://hh.ru/vacancy/46127413?from=vacancy_search_list&query=Python,,,hh.ru,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва
191,Data Scientist (команда Поиска),https://hh.ru/vacancy/46048820?from=vacancy_search_list&query=Python,,,hh.ru,HeadHunter::Analytics/Data Science,https://hh.ru/employer/1455?dpt=hh-1455-ds,"Москва, Алексеевская"
192,Аналитик направления цифрового маркетинга (BI\SQL\Python),https://hh.ru/vacancy/48337321?from=vacancy_search_list&query=Python,170000.0,210000.0,hh.ru,HeadHunter:: IT,https://hh.ru/employer/1455?dpt=hh-1455-IT,"Москва, Алексеевская"
193,Lead DevOps Engineer,https://hh.ru/vacancy/49077196?from=vacancy_search_list&query=Python,,,hh.ru,Betby,https://hh.ru/employer/3870857,Москва
194,Инженер электроник (IT),https://hh.ru/vacancy/49077744?from=vacancy_search_list&query=Python,110000.0,,hh.ru,ООО Некс-Т,https://hh.ru/employer/2392338,"Москва, Текстильщики"
195,Information Security Engineer (SOC),https://hh.ru/vacancy/45433121?from=vacancy_search_list&query=Python,,,hh.ru,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва
196,Специалист по производительности / Администратор БД Oracle,https://hh.ru/vacancy/49021375?from=vacancy_search_list&query=Python,,,hh.ru,Альфа-Банк. Digital & IT,https://hh.ru/employer/80?dpt=80-80-it,"Москва, Технопарк"
197,Data - инженер,https://hh.ru/vacancy/48927705?from=vacancy_search_list&query=Python,,,hh.ru,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Москва
198,Инженер сопровождения сайта,https://hh.ru/vacancy/48584291?from=vacancy_search_list&query=Python,,,hh.ru,Альфа-Банк. Digital & IT,https://hh.ru/employer/80?dpt=80-80-it,"Москва, Технопарк"
199,Инженер сопровождения каналов коммуникации,https://hh.ru/vacancy/48584313?from=vacancy_search_list&query=Python,,,hh.ru, Альфа-Банк,https://hh.ru/employer/80?dpt=80-80-bank,"Москва, Технопарк"
200,Разработчик Middle Java/Python (удаленка),https://hh.ru/vacancy/49087104?from=vacancy_search_list&query=Python,,250000.0,hh.ru,Wanted,https://hh.ru/employer/5174849,Москва
201,Сетевой инженер - разработчик Python,https://hh.ru/vacancy/48361232?from=vacancy_search_list&query=Python,,,hh.ru,"САТЕЛ, Группа компаний",https://hh.ru/employer/760,Москва
202,Junior Data Scientist (Специалист по анализу данных),https://hh.ru/vacancy/49044672?from=vacancy_search_list&query=Python,,,hh.ru,ООО АлгоМост,https://hh.ru/employer/1543971,Москва
203,Middle/Senior Python разработчик,https://hh.ru/vacancy/47474397?from=vacancy_search_list&query=Python,,,hh.ru,USETECH,https://hh.ru/employer/681672,"Москва, Павелецкая и еще 1 "
204,Senior Python Developer (DS направление),https://hh.ru/vacancy/46346489?from=vacancy_search_list&query=Python,,,hh.ru,Домклик,https://hh.ru/employer/2136954,"Москва, Кутузовская"
205,Middle Python developer (релокация в Сочи),https://hh.ru/vacancy/48698686?from=vacancy_search_list&query=Python,150000.0,,hh.ru,ООО Колл-Тулз,https://hh.ru/employer/2812305,Москва
206,Программист / Разработчик Python/Django Middle,https://hh.ru/vacancy/48991589?from=vacancy_search_list&query=Python,80000.0,150000.0,hh.ru,CATAPULTO.RU,https://hh.ru/employer/1776381,"Москва, Павелецкая и еще 1 "
207,Разработчик Python (middle+),https://hh.ru/vacancy/48365081?from=vacancy_search_list&query=Python,,,hh.ru,Лига Цифровой Экономики,https://hh.ru/employer/2733062,"Москва, Савеловская"
208,QA engineer (Python) - dbAces,https://hh.ru/vacancy/48624212?from=vacancy_search_list&query=Python,,,hh.ru,Deutsche Bank Technology Center,https://hh.ru/employer/1641540,"Москва, Новокузнецкая и еще 2 "
209,Python-разработчик со знанием Storage (команда IaaS),https://hh.ru/vacancy/46573584?from=vacancy_search_list&query=Python,,,hh.ru,"VK, Решения для бизнеса",https://hh.ru/employer/15478?dpt=mailru-15478-rdb,Москва
210,Python Backend Developer / WEB - разработчик,https://hh.ru/vacancy/46123925?from=vacancy_search_list&query=Python,185000.0,,hh.ru,ООО Перфект Системс,https://hh.ru/employer/1713030,Москва
211,Data scientist,https://hh.ru/vacancy/47126604?from=vacancy_search_list&query=Python,,,hh.ru,Мокка,https://hh.ru/employer/1220357,"Москва, Тульская"
212,Senior Backend developer Python,https://hh.ru/vacancy/48052212?from=vacancy_search_list&query=Python,,,hh.ru,Instories,https://hh.ru/employer/4069546,Москва
213,Middle/Senior Разработчик Python,https://hh.ru/vacancy/47733827?from=vacancy_search_list&query=Python,,,hh.ru,ООО НТ Прогресс,https://hh.ru/employer/2283457,"Москва, Автозаводская"
214,Инженер по автоматизации тестирования (QA) / Python разработчик,https://hh.ru/vacancy/48146743?from=vacancy_search_list&query=Python,,,hh.ru,ООО Основа Лаб,https://hh.ru/employer/37471,"Москва, Бауманская и еще 2 "
215,Middle/Senior Python разработчик,https://hh.ru/vacancy/44779981?from=vacancy_search_list&query=Python,,,hh.ru,QIWI,https://hh.ru/employer/3125,"Москва, Чертановская"
216,Инженер-разработчик Python,https://hh.ru/vacancy/46367489?from=vacancy_search_list&query=Python,,,hh.ru,S8 Capital,https://hh.ru/employer/3565331,Москва
217,Data Engineer,https://hh.ru/vacancy/48696796?from=vacancy_search_list&query=Python,137000.0,,hh.ru,Yenisei Media,https://hh.ru/employer/3720758,Москва
218,"Senior/Middle backend-разработчик (Python, Django)",https://hh.ru/vacancy/43298031?from=vacancy_search_list&query=Python,180000.0,250000.0,hh.ru,Делимобиль,https://hh.ru/employer/3233751,Москва
219,Senior Data Scientist NER (в Анапу),https://hh.ru/vacancy/48514801?from=vacancy_search_list&query=Python,150000.0,250000.0,hh.ru,Digital Kitchen (ООО Цифровая кухня),https://hh.ru/employer/4425101,Москва
220,Senior Software Engineer (Python),https://hh.ru/vacancy/45217475?from=vacancy_search_list&query=Python,,,hh.ru,Schaffhausen Institute of Technology,https://hh.ru/employer/5022461,Москва
221,Python middle backend developer,https://hh.ru/vacancy/49031077?from=vacancy_search_list&query=Python,,,hh.ru,ООО Соушиал Линкс,https://hh.ru/employer/2363532,"Москва, Калужская"
222,"Cloud Data Scientist (AWS, remote)",https://hh.ru/vacancy/47414035?from=vacancy_search_list&query=Python,300000.0,,hh.ru,ООО ClearScale,https://hh.ru/employer/1574063,Москва
223,Middle/Senior Data Scientist (Recommender Systems),https://hh.ru/vacancy/46476387?from=vacancy_search_list&query=Python,220000.0,300000.0,hh.ru,FUNCORP,https://hh.ru/employer/1212374,"Москва, Белорусская"
224,Программист / Разработчик Python/Django Junior,https://hh.ru/vacancy/48991275?from=vacancy_search_list&query=Python,50000.0,90000.0,hh.ru,CATAPULTO.RU,https://hh.ru/employer/1776381,"Москва, Павелецкая и еще 1 "
225,Data Scientist / Аналитик Data Science,https://hh.ru/vacancy/48709110?from=vacancy_search_list&query=Python,,,hh.ru,Forecsys,https://hh.ru/employer/14896,"Москва, Академическая"
226,Junior Data Engineer,https://hh.ru/vacancy/48371178?from=vacancy_search_list&query=Python,,,hh.ru,Westwing.ru,https://hh.ru/employer/886263,Москва
227,Удаленный стажер-разработчик (парсинг данных),https://hh.ru/vacancy/49091017?from=vacancy_search_list&query=Python,,,hh.ru,ООО МАЙНДСЭТ,https://hh.ru/employer/3666817,Москва
228,Data scientist,https://hh.ru/vacancy/48914926?from=vacancy_search_list&query=Python,,,hh.ru,Hyper AdTech,https://hh.ru/employer/4855149,"Москва, Улица 1905 года"
229,Ведущий разработчик back-end / разработчик (Python),https://hh.ru/vacancy/48405626?from=vacancy_search_list&query=Python,,,hh.ru,"DataLine, Компания",https://hh.ru/employer/210154,"Москва, Авиамоторная и еще 3 "
230,Data Engineer,https://hh.ru/vacancy/49076838?from=vacancy_search_list&query=Python,139000.0,208000.0,hh.ru,B9,https://hh.ru/employer/5810420,Москва
231,Специалист Data Science,https://hh.ru/vacancy/46857375?from=vacancy_search_list&query=Python,100000.0,200000.0,hh.ru,ООО Селфсек,https://hh.ru/employer/4920624,"Москва, Трубная и еще 2 "
232,Аналитик данных (Middle/Senior Data Scientist),https://hh.ru/vacancy/49029665?from=vacancy_search_list&query=Python,,,hh.ru,ООО Открытые решения,https://hh.ru/employer/625615,Москва
233,QA Engineer Python (Тестировщик),https://hh.ru/vacancy/46473409?from=vacancy_search_list&query=Python,,,hh.ru,MERLION,https://hh.ru/employer/816,Москва
234,Data analyst / Аналитик Данных,https://hh.ru/vacancy/48257128?from=vacancy_search_list&query=Python,250000.0,,hh.ru,DataFork,https://hh.ru/employer/3319598,Москва
235,Middle/Senior Python Developer for AlmaLinux [Remote],https://hh.ru/vacancy/49145053?from=vacancy_search_list&query=Python,,,hh.ru,Cloud Linux,https://hh.ru/employer/1245452,Москва
236,Data Scientist (Почта),https://hh.ru/vacancy/48771688?from=vacancy_search_list&query=Python,,,hh.ru,"VK, Почтовые сервисы",https://hh.ru/employer/15478?dpt=mailru-15478-empo,"Москва, Аэропорт"
237,"Machine Learning Researcher (Senior): CV,GAN",https://hh.ru/vacancy/48944272?from=vacancy_search_list&query=Python,200000.0,,hh.ru,ООО Тексел,https://hh.ru/employer/1763895,Москва
238,Data scientist / Product analyst,https://hh.ru/vacancy/48276976?from=vacancy_search_list&query=Python,200000.0,,hh.ru,Bip.ru,https://hh.ru/employer/2652595,"Москва, Бауманская"
239,Senior data scientist,https://hh.ru/vacancy/48218021?from=vacancy_search_list&query=Python,,,hh.ru,Доценко Дарья,https://hh.ru/employer/4683890,Москва
240,Инженер по автоматизации тестирования-стажер (Python),https://hh.ru/vacancy/49106004?from=vacancy_search_list&query=Python,,,hh.ru,ПАО МТС Банк. Начало Карьеры,https://hh.ru/employer/4496?dpt=4496-4496-stud,"Москва, Технопарк"
241,Junior Data-аналитик / Аналитик данных / Data Analyst,https://hh.ru/vacancy/48236458?from=vacancy_search_list&query=Python,,,hh.ru,Ужин Дома,https://hh.ru/employer/1642130,"Москва, Нижегородская и еще 3 "
242,Data analyst/data engineer,https://hh.ru/vacancy/49152182?from=vacancy_search_list&query=Python,,,hh.ru,Домклик,https://hh.ru/employer/2136954,"Москва, Кутузовская"
243,Senior Software Engineer,https://hh.ru/vacancy/48635471?from=vacancy_search_list&query=Python,417000.0,695000.0,hh.ru,Top Remote Talent,https://hh.ru/employer/4955407,Москва
244,Data scientist (Junior/Middle) в консалтинг,https://hh.ru/vacancy/48858105?from=vacancy_search_list&query=Python,,,hh.ru,ООО БСТ Менеджмент-Консалтинг,https://hh.ru/employer/2724615,Москва
245,Back-end Developer (Кипр),https://hh.ru/vacancy/47296956?from=vacancy_search_list&query=Python,282000.0,443000.0,hh.ru,Helio Games,https://hh.ru/employer/3320350,Москва
246,Python Web Developer (full stack),https://hh.ru/vacancy/49150518?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
247,Data Engineer,https://hh.ru/vacancy/45396149?from=vacancy_search_list&query=Python,,400000.0,hh.ru,ГК АСНА,https://hh.ru/employer/688647,"Москва, Ботанический сад"
248,Data Scientist,https://hh.ru/vacancy/49104399?from=vacancy_search_list&query=Python,,,hh.ru,"МАГНИТ, Розничная сеть",https://hh.ru/employer/49357,Москва
249,Аналитик данных,https://hh.ru/vacancy/48487677?from=vacancy_search_list&query=Python,,,hh.ru,Домклик,https://hh.ru/employer/2136954,"Москва, Кутузовская"
250,Разработчик информационных систем на Oracle/python,https://hh.ru/vacancy/48168121?from=vacancy_search_list&query=Python,,,hh.ru,АНО ВО МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ,https://hh.ru/employer/48553,"Москва, Белорусская"
251,Python Team Lead,https://hh.ru/vacancy/49010894?from=vacancy_search_list&query=Python,,,hh.ru,ООО Интерсофт,https://hh.ru/employer/4156686,"Москва, Дмитровская"
252,"EData Delivery Analyst (SQL, Python)",https://hh.ru/vacancy/49130894?from=vacancy_search_list&query=Python,,,hh.ru,NielsenIQ,https://hh.ru/employer/257,Москва
253,Senior/Middle Test Automation Engineer/QA (Python),https://hh.ru/vacancy/48981579?from=vacancy_search_list&query=Python,,,hh.ru,ООО СофтПро,https://hh.ru/employer/3230802,"Москва, Курская и еще 3 "
254,"Full-stack Разработчик (Python, Javascript)",https://hh.ru/vacancy/49006992?from=vacancy_search_list&query=Python,,,hh.ru,Wargaming St. Petersburg (Lesta Studio),https://hh.ru/employer/856498,"Москва, Савеловская и еще 2 "
255,Junior HFT Quant Trader / Data Scientist Orion Systematic AG,https://hh.ru/vacancy/48972650?from=vacancy_search_list&query=Python,100000.0,200000.0,hh.ru,ООО НОВОТЕХ,https://hh.ru/employer/3835224,Москва
256,Backend-разработчик в Evrone (Ruby),https://hh.ru/vacancy/48467436?from=vacancy_search_list&query=Python,,340000.0,hh.ru,evrone.ru,https://hh.ru/employer/598471,Москва
257,Senior Software Engineer (Python + Open edX),https://hh.ru/vacancy/45603878?from=vacancy_search_list&query=Python,,,hh.ru,Schaffhausen Institute of Technology,https://hh.ru/employer/5022461,Москва
258,Разработчик нейронных сетей (Computer Vision Engineer),https://hh.ru/vacancy/49003941?from=vacancy_search_list&query=Python,,,hh.ru,ООО ВойсЛинк,https://hh.ru/employer/2584006,"Москва, Тимирязевская и еще 2 "
259,Backend-разработчик,https://hh.ru/vacancy/48089925?from=vacancy_search_list&query=Python,150000.0,,hh.ru,Наймиум,https://hh.ru/employer/4940016,Москва
260,Senior Python Developer (Tech lead),https://hh.ru/vacancy/47608994?from=vacancy_search_list&query=Python,,,hh.ru,ООО Эвокарго,https://hh.ru/employer/4751605,"Москва, Алексеевская"
261,Software Development Engineer in Test Python (KATA),https://hh.ru/vacancy/49115194?from=vacancy_search_list&query=Python,,,hh.ru,Лаборатория Касперского,https://hh.ru/employer/1057,"Москва, Водный стадион"
262,Senior Data engineer,https://hh.ru/vacancy/48751172?from=vacancy_search_list&query=Python,,,hh.ru,Мокка,https://hh.ru/employer/1220357,"Москва, Тульская"
263,Data Engineer,https://hh.ru/vacancy/48737536?from=vacancy_search_list&query=Python,,,hh.ru,АДВ,https://hh.ru/employer/1994,Москва
264,Data scientist / Senior data scientist,https://hh.ru/vacancy/47771885?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
265,Data Scientist (Middle),https://hh.ru/vacancy/47765295?from=vacancy_search_list&query=Python,140000.0,160000.0,hh.ru,ООО Строительный Двор,https://hh.ru/employer/665449,Москва
266,Data Analyst,https://hh.ru/vacancy/48708327?from=vacancy_search_list&query=Python,160000.0,220000.0,hh.ru,ООО LetyShops,https://hh.ru/employer/2482976,"Москва, Дмитровская"
267,Разработчик C/C++,https://hh.ru/vacancy/47888320?from=vacancy_search_list&query=Python,,200000.0,hh.ru,Betterstore,https://hh.ru/employer/4693840,"Москва, Шаболовская"
268,Middle Python-Developer (Руководитель команды разработки),https://hh.ru/vacancy/47530291?from=vacancy_search_list&query=Python,,,hh.ru,ООО Соушиал Линкс,https://hh.ru/employer/2363532,"Москва, Калужская"
269,Devops инженер,https://hh.ru/vacancy/49041641?from=vacancy_search_list&query=Python,,350000.0,hh.ru,ООО Просенс,https://hh.ru/employer/2470301,Москва
270,Senior Python Web Developer (Django/Flask),https://hh.ru/vacancy/49092731?from=vacancy_search_list&query=Python,,,hh.ru,Ingram Micro,https://hh.ru/employer/7643,"Москва, Белорусская"
271,Senior Data Analyst (ML),https://hh.ru/vacancy/48651814?from=vacancy_search_list&query=Python,,,hh.ru,Qlean,https://hh.ru/employer/1576236,"Москва, Савеловская"
272,Разработчик баз данных,https://hh.ru/vacancy/49131771?from=vacancy_search_list&query=Python,,,hh.ru,WILDBERRIES,https://hh.ru/employer/87021,Москва
273,Data engineer (Big Data),https://hh.ru/vacancy/48405123?from=vacancy_search_list&query=Python,,,hh.ru,Tele2,https://hh.ru/employer/4219,Москва
274,Quantitative Researcher,https://hh.ru/vacancy/48381018?from=vacancy_search_list&query=Python,250000.0,,hh.ru,Alber Blanc,https://hh.ru/employer/3455245,Москва
275,Data engineer (удаленно),https://hh.ru/vacancy/48095633?from=vacancy_search_list&query=Python,,,hh.ru,Билайн,https://hh.ru/employer/4934,Москва
276,DevOps engineer,https://hh.ru/vacancy/47175180?from=vacancy_search_list&query=Python,347000.0,,hh.ru,NetworkOptix,https://hh.ru/employer/899854,"Москва, Бауманская и еще 1 "
277,Разработчик Big Data,https://hh.ru/vacancy/48370619?from=vacancy_search_list&query=Python,,,hh.ru, Альфа-Банк,https://hh.ru/employer/80?dpt=80-80-bank,Москва
278,Lead Data Scientist,https://hh.ru/vacancy/49109116?from=vacancy_search_list&query=Python,300000.0,,hh.ru,ООО Сеть Партнерств,https://hh.ru/employer/5290101,Москва
279,"Инженер по автоматизации тестирования Python, Кастомные интеграции и селлер апи",https://hh.ru/vacancy/47219792?from=vacancy_search_list&query=Python,,,hh.ru,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
280,Senior Data Scientist/ML Engineer SberDevices,https://hh.ru/vacancy/45656342?from=vacancy_search_list&query=Python,,,hh.ru,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
281,Fullstack (python+angular) разработчик,https://hh.ru/vacancy/48500030?from=vacancy_search_list&query=Python,,,hh.ru,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,https://hh.ru/employer/3716085,Москва
282,Senior Data Scientist/ML Engineer SberDevices,https://hh.ru/vacancy/46688716?from=vacancy_search_list&query=Python,,,hh.ru,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
283,Senior QA Engineer (Automation),https://hh.ru/vacancy/48643961?from=vacancy_search_list&query=Python,,320000.0,hh.ru,ООО КИБЕР-РОМ,https://hh.ru/employer/5599143,Москва
284,Data Engineer,https://hh.ru/vacancy/48501169?from=vacancy_search_list&query=Python,,,hh.ru,WILDBERRIES,https://hh.ru/employer/87021,Москва
285,Senior DataBase Developer,https://hh.ru/vacancy/48819318?from=vacancy_search_list&query=Python,250000.0,300000.0,hh.ru,Vital Partners,https://hh.ru/employer/1196681,Москва
286,Go разработчик,https://hh.ru/vacancy/46647271?from=vacancy_search_list&query=Python,,350000.0,hh.ru,ANCOR,https://hh.ru/employer/1947314?dpt=1947314-1947314-ancor,Москва
287,"Инженер по автоматизации тестирования Python, Логистика/Сортировка",https://hh.ru/vacancy/47391272?from=vacancy_search_list&query=Python,,,hh.ru,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
288,Аналитик - исследователь,https://hh.ru/vacancy/49088276?from=vacancy_search_list&query=Python,130000.0,,hh.ru,Legal Talents,https://hh.ru/employer/5635432,Москва
289,Программист / Ведущий программист Data Science (computer vision),https://hh.ru/vacancy/42366566?from=vacancy_search_list&query=Python,,,hh.ru,"Программный Продукт, ИТ-компания",https://hh.ru/employer/2393,"Москва, Парк Победы и еще 1 "
290,Go (Golang) Developer (Senior\Lead),https://hh.ru/vacancy/48789591?from=vacancy_search_list&query=Python,,400000.0,hh.ru,evrone.ru,https://hh.ru/employer/598471,Москва
291,DevOps Engineer (Kubernetes) в Evrone,https://hh.ru/vacancy/48501675?from=vacancy_search_list&query=Python,,300000.0,hh.ru,evrone.ru,https://hh.ru/employer/598471,Москва
292,Middle data scientist,https://hh.ru/vacancy/46125724?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
293,Разработчик BI,https://hh.ru/vacancy/48975815?from=vacancy_search_list&query=Python,200000.0,250000.0,hh.ru,ООО Студия Данных,https://hh.ru/employer/4021338,"Москва, Алексеевская"
294,Аналитик-разработчик / Data scientist (Middle/Senior),https://hh.ru/vacancy/48252917?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
295,Data analyst (middle)/ Ведущий аналитик данных,https://hh.ru/vacancy/49130874?from=vacancy_search_list&query=Python,120000.0,200000.0,hh.ru,ООО Автоматизация и Консалтинг,https://hh.ru/employer/839098,Москва
296,Junior Data Analyst - Computer Forensics,https://hh.ru/vacancy/49142401?from=vacancy_search_list&query=Python,,,hh.ru,"PwC, Департамент бизнес-консультирования",https://hh.ru/employer/1201?dpt=pwc-1201-bcon,"Москва, Белорусская"
297,DevOps - инженер,https://hh.ru/vacancy/48205600?from=vacancy_search_list&query=Python,,200000.0,hh.ru,ООО МЕДИКАЛ НОУТ,https://hh.ru/employer/3102113,"Москва, Водный стадион"
298,Senior Data Analyst,https://hh.ru/vacancy/48060750?from=vacancy_search_list&query=Python,200000.0,,hh.ru,AppQuantum,https://hh.ru/employer/3380507,"Москва, Автозаводская"
299,Инженер программист (Golang),https://hh.ru/vacancy/48499259?from=vacancy_search_list&query=Python,100000.0,200000.0,hh.ru,ООО ФАЙВДЖЕН,https://hh.ru/employer/4938750,Москва
300,Python Backend Developer / WEB-разработчик,https://www.superjob.ru/vakansii/python-backend-developer-39595398.html,185000.0,185000.0,superjob.ru/,Perfect Systems,https://www.superjob.ru/clients/perfect-systems-4144490.html,Москва
301,Senior python developer / Teamlead (Odoo),https://www.superjob.ru/vakansii/senior-python-developer-39529912.html,180000.0,,superjob.ru/,АЙКРАФТ,https://www.superjob.ru/clients/ajkraft-142735.html,"Москва, Большая Тульская улица, 43, Тульская и ещё 9 станций"
